latitude,longitude,ground_elevation_m,canopy_height_m,sensitivity,beam,granule,granule_time_start
-25.637072182652076,-57.04229494190937,1164.9244,38.292847,0.9702481,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.636977311127634,-57.04280922426199,5358.437,7.14209,0.95331204,BEAM0010,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.63697393798667,-57.044261588438545,9145.315,0.0,10.927693,BEAM0010,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.636966000558214,-57.027429299706036,4757.515,17.171875,0.9836657,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.636835236711917,-57.01955834747341,4705.4087,19.297852,0.9616689,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.636739709800977,-57.01505822962156,2615.6252,1.4191895,0.9355046,BEAM0011,GEDI02_A_2024193193707_O31606_01_T10769_02_004_03_V002.h5,2024-07-11T19:37:07.000Z
-25.636738918358134,-57.04129196540442,4718.0044,0.0,9.377033,BEAM0010,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.636662773520378,-57.04191166055023,1196.8805,32.687134,0.97459465,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.63660436852978,-57.02976352476205,5295.416,19.563965,0.94437987,BEAM0000,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.636595913843635,-57.04317659533188,5343.6255,8.824219,0.9519009,BEAM0010,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.636563915593214,-57.02780979633853,4734.932,11.498047,0.9705119,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.636463029190903,-57.019918181430114,4729.477,18.327637,0.9888752,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.636355624747285,-57.03757426697324,2760.2915,0.0,2.5922241,BEAM0001,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.63627171355362,-57.03969330895731,4613.5625,8.320801,0.9580451,BEAM1000,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.636269265574324,-57.04153741178011,1203.6903,31.603516,0.9919528,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.63621712182478,-57.03013394565509,5291.9795,21.733398,0.9487124,BEAM0000,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.63620402357282,-57.028159414470394,4777.9146,4.0317383,0.9641256,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.636146834935452,-57.02023843512383,4838.5483,0.0,8.066903,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.636094452361764,-57.0297680253357,2750.8765,0.0,6.750676,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.63596117713994,-57.04203105827325,4717.8193,0.0,10.407166,BEAM0010,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.63590018029966,-57.040051775409694,4638.456,0.29882812,0.9649843,BEAM1000,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.635874347141296,-57.04116236313366,1212.8065,29.772339,0.95761085,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.635850867178803,-57.04390272768967,5280.1396,0.37402344,0.9460766,BEAM0010,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.635825628872052,-57.03050654159357,5297.661,3.1420898,0.9517539,BEAM0000,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.63582080824619,-57.0285260496676,4784.6123,22.697266,0.9733499,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.635695116340216,-57.032043291221434,7588.572,0.0,6.5083237,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.63559613402453,-57.03868196138867,5320.6333,3.0673828,0.93026584,BEAM0001,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.635572053952703,-57.042342534299266,4804.526,0.0,2.6038547,BEAM0010,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.635501447233104,-57.04079981876909,1187.0907,61.003174,0.9670496,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.635439377674984,-57.030876494756676,5292.182,7.4814453,0.9630853,BEAM0000,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.63542870210865,-57.02889915668419,4777.4736,28.968262,0.97601384,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.63531893017884,-57.03051047952269,2750.737,0.0,12.886023,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.635274191100596,-57.02104833595071,4691.7812,10.302246,0.9431329,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.635205519192176,-57.039054709555984,5325.2734,0.7480469,0.9380002,BEAM0001,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.635191045302996,-57.03868776066295,2760.1135,0.0,3.7678704,BEAM0001,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.635102882696508,-57.04042270044971,1202.1497,36.98242,0.9716851,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.635067523209017,-57.03123915709486,5255.974,1.159668,0.96042925,BEAM0000,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.635023109176714,-57.02928209892534,4749.358,36.248047,0.96706283,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.63493115736113,-57.03088174644536,2750.589,0.0,1.6289432,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.634895857863917,-57.02141228468355,4706.369,11.347656,0.96651167,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.634829739847085,-57.041092382328294,4778.7876,0.0,8.532616,BEAM1000,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.63481718418408,-57.039426366274746,5325.2065,14.812012,0.9465065,BEAM0001,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.63479462785343,-57.04313994968193,4717.2856,0.0,1.9477811,BEAM0010,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.634709739235706,-57.04004866040561,1208.7059,32.536987,0.98466104,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.634636765807976,-57.029650954847156,4751.182,19.225098,0.9765641,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.63460262156293,-57.04094953371174,7553.319,0.0,3.1465573,BEAM0001,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.63452878642743,-57.03316080019797,7587.8843,0.0,2.110704,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.634521268829047,-57.02177353943004,4726.5957,0.85839844,0.93492174,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.63435834024324,-57.04152901940954,4654.821,27.833984,0.9660948,BEAM1000,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.63432067593969,-57.03967693619136,1208.8904,34.105713,0.9777325,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.6342882549739,-57.02999214680814,4811.8403,8.959473,0.9524596,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.634272607881574,-57.03199061344627,5293.2104,0.63623047,0.9427267,BEAM0000,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
