species,kingdom,family,genus,decimalLatitude,decimalLongitude,year,basisOfRecord,occurrenceID,license
Menemerus bivittatus,Animalia,Salticidae,Menemerus,-25.3354,-57.5324,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335246890,http://creativecommons.org/licenses/by/4.0/legalcode
Latrodectus geometricus,Animalia,Theridiidae,Latrodectus,-25.3403,-57.5311,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336086825,http://creativecommons.org/licenses/by/4.0/legalcode
Papilio thoas,Animalia,Papilionidae,Papilio,-25.47685,-57.447045,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336224675,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Prionolopha serrata,Animalia,Romaleidae,Prionolopha,-27.371223,-57.487253,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335484568,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pitangus sulphuratus,Animalia,Tyrannidae,Pitangus,-26.216995,-56.021744,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335507869,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Strategus centaurus,Animalia,Scarabaeidae,Strategus,-27.41215,-56.955247,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335888627,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Athene cunicularia,Animalia,Strigidae,Athene,-25.463016,-56.063763,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334433508,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Sicalis flaveola,Animalia,Thraupidae,Sicalis,-25.313107,-57.519487,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334270435,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Hemidactylus mabouia,Animalia,Gekkonidae,Hemidactylus,-25.3324,-57.5284,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334932433,http://creativecommons.org/licenses/by/4.0/legalcode
Furnarius rufus,Animalia,Furnariidae,Furnarius,-25.3379,-57.5321,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336532899,http://creativecommons.org/licenses/by/4.0/legalcode
Strix hylophila,Animalia,Strigidae,Strix,-26.591306,-55.769031,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336579475,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Diabrotica speciosa,Animalia,Chrysomelidae,Diabrotica,-26.511652,-55.788652,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336610257,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Columba livia,Animalia,Columbidae,Columba,-25.287599,-57.565228,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336385446,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Quesada gigas,Animalia,Cicadidae,Quesada,-25.3356,-57.5261,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336380521,http://creativecommons.org/licenses/by/4.0/legalcode
Sphiggurus spinosus,Animalia,Erethizontidae,Sphiggurus,-26.135499,-55.888202,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336422532,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cyanoloxia brissonii,Animalia,Cardinalidae,Cyanoloxia,-26.882192,-58.239911,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336865849,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Picumnus cirratus,Animalia,Picidae,Picumnus,-26.882192,-58.239911,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336601048,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Brotogeris chiriri,Animalia,Psittacidae,Brotogeris,-25.3369,-57.5335,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336533045,http://creativecommons.org/licenses/by/4.0/legalcode
Brotogeris chiriri,Animalia,Psittacidae,Brotogeris,-25.3401,-57.517,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333879906,http://creativecommons.org/licenses/by/4.0/legalcode
Chordonota inermis,Animalia,Stratiomyidae,Chordonota,-25.3409,-57.5327,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336889922,http://creativecommons.org/licenses/by/4.0/legalcode
Cerdocyon thous,Animalia,Canidae,Cerdocyon,-26.513133,-55.78558,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336622921,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Athene cunicularia,Animalia,Strigidae,Athene,-25.35469,-57.543143,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336495342,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Euphractus sexcinctus,Animalia,Dasypodidae,Euphractus,-25.219879,-54.697449,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335347957,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Harrisia martinii,Plantae,Cactaceae,Harrisia,-25.194188,-57.724018,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336450222,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Passer domesticus,Animalia,Passeridae,Passer,-25.3409,-57.5323,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336340108,http://creativecommons.org/licenses/by/4.0/legalcode
Cyclocephala paraguayensis,Animalia,Scarabaeidae,Cyclocephala,-26.511638,-55.788629,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336609228,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Molothrus bonariensis,Animalia,Icteridae,Molothrus,-25.252069,-57.575862,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336493792,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Zoniopoda omnicolor,Animalia,Romaleidae,Zoniopoda,-26.045254,-57.038464,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336860519,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Latrodectus geometricus,Animalia,Theridiidae,Latrodectus,-25.3412,-57.5327,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336380426,http://creativecommons.org/licenses/by/4.0/legalcode
Amazona aestiva,Animalia,Psittacidae,Amazona,-25.334438,-57.57797,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336511619,http://creativecommons.org/licenses/by-nc/4.0/legalcode
,Animalia,Falconidae,Daptrius,-25.461574,-57.008216,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336511317,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Steatoda triangulosa,Animalia,Theridiidae,Steatoda,-25.3159,-57.5717,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336773943,http://creativecommons.org/licenses/by/4.0/legalcode
